Phase Formation,Alloy,Dmax
CRA,B17Fe80P3,0
CRA,B18C6Ni76,0
CRA,B18Cu10Fe72,0
CRA,B18Cu15Fe67,0
CRA,B18Cu1Fe81,0
CRA,B18Cu20Fe62,0
CRA,B18Cu5Fe77,0
CRA,B18Fe79P3,0
CRA,B19Fe75P6,0
CRA,B19Fe77P4,0
CRA,B19Ni67Si14,0
CRA,B1Cu20Zr79,0
CRA,B1Cu75Zr24,0
CRA,B2.5Cu75Zr22.5,0
CRA,B20C6Ni74,0
CRA,B20C8Ni72,0
CRA,B20Co60Si20,0
CRA,B20Co62.5Si17.5,0
CRA,B20Cu10Fe70,0
CRA,B20Cu1Fe79,0
CRA,B20Cu5Fe75,0
CRA,B20Mo60Si20,0
CRA,B20Mo65Si15,0
CRA,B20Mo77.5Si2.5,0
CRA,B20Mo80,0
CRA,B20Ni77.5Si2.5,0
CRA,B20Ni80,0
CRA,B21Fe79,0
CRA,B22.5Co60Si17.5,0
CRA,B22C2Ni76,0
CRA,B22C5Ni73,0
CRA,B22C8Ni70,0
CRA,B22Fe76Si2,0
CRA,B22Ni75.5Si2.5,0
CRA,B22Ni78,0
CRA,B24C4Ni72,0
CRA,B24Fe73Si3,0
CRA,B24Fe74Si2,0
CRA,B24Ni64Si12,0
CRA,B24Ni76,0
CRA,B25Mo60Si15,0
CRA,B25Mo70Si5,0
CRA,B25Mo75,0
CRA,B25Ni72.5Si2.5,0
CRA,B26C2Ni72,0
CRA,B26C4Ni70,0
CRA,B26Ni74,0
CRA,B28C20Co52,0
CRA,B28Ni60Si12,0
CRA,B28Ni64Si8,0
CRA,B28Ni69Si3,0
CRA,B2Co82Zr16,0
CRA,B2Cr12Fe86,0
CRA,B2Cr14Fe84,0
CRA,B2Cr16Fe82,0
CRA,B2Cr20Fe78,0
CRA,B2Fe73Ni25,0
CRA,B2Fe78Mo20,0
CRA,B2Fe78Ni20,0
CRA,B2Fe80Mo18,0
CRA,B2Fe83Mo15,0
CRA,B2Fe83Ni15,0
CRA,B2Fe86Mo12,0
CRA,B2Fe88Mo10,0
CRA,B2Fe88Ni10,0
CRA,B2Fe90Mo8,0
CRA,B2Fe93Mo5,0
CRA,B30Mo60Si10,0
CRA,B30Mo70,0
CRA,B30Ni66Si4,0
CRA,B32C20Co48,0
CRA,B36C12Co52,0
CRA,B36C16Co48,0
CRA,B36C8Co56,0
CRA,B3Fe82Zr15,0
CRA,B3Fe83P14,0
CRA,B3Fe85Nb12,0
CRA,B3Fe92Nb5,0
CRA,B40C2Co58,0
CRA,B40C4Ni56,0
CRA,B40C6Ni54,0
CRA,B41C6Ni53,0
CRA,B42.5C2.5Ni55,0
CRA,B44C2.5Ni53.5,0
CRA,B46C4Ni50,0
CRA,B46C8Ni46,0
CRA,B46Ni54,0
CRA,B48Ni52,0
CRA,B4Cr12Fe84,0
CRA,B4Cr14Fe82,0
CRA,B4Cr15Fe81,0
CRA,B4Cr16Fe80,0
CRA,B4Cr20Fe76,0
CRA,B4Cr5Fe91,0
CRA,B4Cu10Fe86,0
CRA,B4Cu1Fe95,0
CRA,B4Cu5Fe91,0
CRA,B4Fe71Ni25,0
CRA,B4Fe76Mo20,0
CRA,B4Fe76Ni20,0
CRA,B4Fe78Mo18,0
CRA,B4Fe81Mo15,0
CRA,B4Fe81Ni15,0
CRA,B4Fe84Mo12,0
CRA,B4Fe84P12,0
CRA,B4Fe86Mo10,0
CRA,B4Fe86Ni10,0
CRA,B4Fe86V10,0
CRA,B4Fe88Mo8,0
CRA,B4Fe91Mn5,0
CRA,B4Fe91Mo5,0
CRA,B4Fe91Ni5,0
CRA,B4Fe91V5,0
CRA,B4Fe93Mn3,0
CRA,B4Fe93Ni3,0
CRA,B4Fe95Mn1,0
CRA,B4Fe95Ni1,0
CRA,B50C4Ni46,0
CRA,B50C8Ni42,0
CRA,B54Ni46,0
CRA,B58C4Ni38,0
CRA,B5C15Ni80,0
CRA,B5C20Ni75,0
CRA,B5C5Ni90,0
CRA,B5Co75Si20,0
CRA,B5Fe80Nb15,0
CRA,B5Fe81Nd14,0
CRA,B5Fe83Nb12,0
CRA,B5Fe84P11,0
CRA,B5Fe90Zr5,0
CRA,B5Mo70Si25,0
CRA,B5Mo75Si20,0
CRA,B5Mo80Si15,0
CRA,B5Mo85Si10,0
CRA,B5Mo90Si5,0
CRA,B5Ni95,0
CRA,B6Co84Nb10,0
CRA,B6Cr12Fe82,0
CRA,B6Cr14Fe80,0
CRA,B6Cr15Fe79,0
CRA,B6Cr16Fe78,0
CRA,B6Cr18Fe76,0
CRA,B6Cr20Fe74,0
CRA,B6Cr22Fe72,0
CRA,B6Cr24Fe70,0
CRA,B6Cr26Fe68,0
CRA,B6Cr5Fe89,0
CRA,B6Cu10Fe84,0
CRA,B6Cu15Fe79,0
CRA,B6Cu1Fe93,0
CRA,B6Cu3Fe91,0
CRA,B6Cu5Fe89,0
CRA,B6Fe69Ni25,0
CRA,B6Fe74Mo20,0
CRA,B6Fe74Ni20,0
CRA,B6Fe76Mo18,0
CRA,B6Fe78Nd16,0
CRA,B6Fe79Mn15,0
CRA,B6Fe79Mo15,0
CRA,B6Fe79Nb15,0
CRA,B6Fe79Ni15,0
CRA,B6Fe81.5Si12.5,0
CRA,B6Fe82Mo12,0
CRA,B6Fe83Si11,0
CRA,B6Fe84Mn10,0
CRA,B6Fe84Mo10,0
CRA,B6Fe84Ni10,0
CRA,B6Fe84P10,0
CRA,B6Fe84V10,0
CRA,B6Fe86Mo8,0
CRA,B6Fe89Mn5,0
CRA,B6Fe89Mo5,0
CRA,B6Fe89Nb5,0
CRA,B6Fe89Ni5,0
CRA,B6Fe89V5,0
CRA,B6Fe91Mn3,0
CRA,B6Fe93Mn1,0
CRA,B6Fe93Ni1,0
CRA,B6Ni76Si18,0
CRA,B7.5Cu15Zr77.5,0
CRA,B7.5Fe74.5Si18,0
CRA,B7.5Fe82.5Si10,0
CRA,B7.5Ni76.5Si16,0
CRA,B7Fe84P9,0
CRA,B7Fe85Mo8,0
CRA,B7Fe88Zr5,0
CRA,B81.5Fe12.5Si6,0
CRA,B8C12Co80,0
CRA,B8C4Co88,0
CRA,B8C8Co84,0
CRA,B8Cr12Fe80,0
CRA,B8Cr14Fe78,0
CRA,B8Cr15Fe77,0
CRA,B8Cr16Fe76,0
CRA,B8Cr18Fe74,0
CRA,B8Cr20Fe72,0
CRA,B8Cr22Fe70,0
CRA,B8Cr24Fe68,0
CRA,B8Cr26Fe66,0
CRA,B8Cr5Fe87,0
CRA,B8Cu10Fe82,0
CRA,B8Cu15Fe77,0
CRA,B8Cu1Fe91,0
CRA,B8Cu3Fe89,0
CRA,B8Cu5Fe87,0
CRA,B8Fe20Mn72,0
CRA,B8Fe67Ni25,0
CRA,B8Fe72Mo20,0
CRA,B8Fe72Ni20,0
CRA,B8Fe74Mo18,0
CRA,B8Fe77Mn15,0
CRA,B8Fe77Mo15,0
CRA,B8Fe77Ni15,0
CRA,B8Fe80Mo12,0
CRA,B8Fe82Mn10,0
CRA,B8Fe82Mo10,0
CRA,B8Fe82Ni10,0
CRA,B8Fe82V10,0
CRA,B8Fe87Mn5,0
CRA,B8Fe87Mo5,0
CRA,B8Fe87Nb5,0
CRA,B8Fe87Ni5,0
CRA,B8Fe87V5,0
CRA,B8Fe89Mn3,0
CRA,B8Fe89Ni3,0
CRA,B8Fe90Zr2,0
CRA,B8Fe91Mn1,0
CRA,B8Fe91Ni1,0
CRA,B8Ni80Si12,0
CRA,B9Fe80Si11,0
CRA,B9Fe83Mo8,0
CRA,B9Fe83Si8,0
CRA,Be10Si15Ti75,0
CRA,Be10Ti90,0
CRA,Be10Zr90,0
CRA,Be15Si10Ti75,0
CRA,Be15Si15Ti70,0
CRA,Be2.5Zr97.5,0
CRA,Be20Nb10Zr70,0
CRA,Be20Nb15Zr65,0
CRA,Be20Nb20Zr60,0
CRA,Be20Si15Ti65,0
CRA,Be20Si5Ti75,0
CRA,Be20Ti80,0
CRA,Be20Zr80,0
CRA,Be25Nb10Zr65,0
CRA,Be25Nb15Zr60,0
CRA,Be25Si10Ti65,0
CRA,Be25Si15Ti60,0
CRA,Be30Si10Ti60,0
CRA,Be30Si15Ti55,0
CRA,Be30Ti70,0
CRA,Be35Si10Ti55,0
CRA,Be35Si15Ti50,0
CRA,Be35Ti65,0
CRA,Be40Si10Ti50,0
CRA,Be40Si5Ti55,0
CRA,Be42Ti58,0
CRA,Be43Ti57,0
CRA,Be45Si5Ti50,0
CRA,Be45Ti55,0
CRA,Be50Ti50,0
CRA,Be7.5Zr92.5,0
CRA,C10Co70W20,0
CRA,C10Co75Si15,0
CRA,C10Co75W15,0
CRA,C10Co80W10,0
CRA,C10Co82.5W7.5,0
CRA,C10Co85Si5,0
CRA,C10Co87.5W2.5,0
CRA,C10Co90,0
CRA,C10Cr15Fe75,0
CRA,C10Fe74W16,0
CRA,C10Fe78W12,0
CRA,C10Fe82.5P7.5,0
CRA,C10Fe82W8,0
CRA,C10Fe86W4,0
CRA,C10Mo24Ni66,0
CRA,C10Mo32Ni58,0
CRA,C10Ni65Si25,0
CRA,C10Ni67.5Si22.5,0
CRA,C10Ni70Si20,0
CRA,C10Ni75Si15,0
CRA,C10Ni80Si10,0
CRA,C10Ni85Si5,0
CRA,C10Ni90,0
CRA,C12.5Co67.5W20,0
CRA,C12.5Co70W17.5,0
CRA,C12.5Co75W12.5,0
CRA,C12.5Co77.5W10,0
CRA,C12.5Co80W7.5,0
CRA,C12.5Co85W2.5,0
CRA,C12Co68W20,0
CRA,C12Co74W14,0
CRA,C12Mo12Ni76,0
CRA,C12Mo16Ni72,0
CRA,C12Mo28Ni60,0
CRA,C13Cr40Fe47,0
CRA,C14Co40Cr46,0
CRA,C14Co46Mo40,0
CRA,C14Co50Mo36,0
CRA,C14Co62Mo24,0
CRA,C14Co66W20,0
CRA,C14Co70Mo16,0
CRA,C14Co74Mo12,0
CRA,C14Co76Mo10,0
CRA,C14Co76W10,0
CRA,C14Cr28Fe58,0
CRA,C14Cr40Fe46,0
CRA,C14Fe66W20,0
CRA,C14Fe70W16,0
CRA,C14Fe74W12,0
CRA,C14Fe78W8,0
CRA,C14Fe82W4,0
CRA,C14Mo28Ni58,0
CRA,C15Co65W20,0
CRA,C15Co67.5W17.5,0
CRA,C15Co75Si10,0
CRA,C15Co75W10,0
CRA,C15Co77.5W7.5,0
CRA,C15Co80Si5,0
CRA,C15Co80W5,0
CRA,C15Co85,0
CRA,C15Cr10Fe75,0
CRA,C15Fe80P5,0
CRA,C15Ni70Si15,0
CRA,C15Ni75Si10,0
CRA,C15Ni80Si5,0
CRA,C15Ni85,0
CRA,C16Co44Cr40,0
CRA,C16Co48Cr36,0
CRA,C16Co52Cr32,0
CRA,C16Co56Cr28,0
CRA,C16Co60Cr24,0
CRA,C16Co64W20,0
CRA,C16Co68W16,0
CRA,C16Co74Mo10,0
CRA,C16Co74W10,0
CRA,C16Fe80W4,0
CRA,C16Mo16Ni68,0
CRA,C17.5Co65W17.5,0
CRA,C17.5Fe77.5P5,0
CRA,C17Fe73W10,0
CRA,C18Co42Mo40,0
CRA,C18Co58W24,0
CRA,C18Co60Cr22,0
CRA,C18Co62W20,0
CRA,C18Co66W16,0
CRA,C18Co68W14,0
CRA,C18Co72W10,0
CRA,C18Co74.5W7.5,0
CRA,C18Co74Mo8,0
CRA,C18Co77W5,0
CRA,C18Fe62W20,0
CRA,C18Fe66W16,0
CRA,C18Fe68W14,0
CRA,C18Fe70W12,0
CRA,C18Fe74W8,0
CRA,C18Fe78W4,0
CRA,C18Mo12Ni70,0
CRA,C18Mo16Ni66,0
CRA,C18Mo20Ni62,0
CRA,C18Mo24Ni58,0
CRA,C18Mo28Ni54,0
CRA,C2.5Co95W2.5,0
CRA,C2.5Fe85P12.5,0
CRA,C20Co56Cr24,0
CRA,C20Co60W20,0
CRA,C20Co65W15,0
CRA,C20Co68W12,0
CRA,C20Co70Si10,0
CRA,C20Co70W10,0
CRA,C20Co75Si5,0
CRA,C20Co75W5,0
CRA,C20Co80,0
CRA,C20Cr22Fe58,0
CRA,C20Fe64W16,0
CRA,C20Fe70W10,0
CRA,C20Fe72W8,0
CRA,C20Fe76W4,0
CRA,C20Ni70Si10,0
CRA,C20Ni75Si5,0
CRA,C20Ni80,0
CRA,C22Co48Cr30,0
CRA,C22Co52Cr26,0
CRA,C22Fe62W16,0
CRA,C22Fe70W8,0
CRA,C22Fe74W4,0
CRA,C3Si12Zr85,0
CRA,C5Co70Si25,0
CRA,C5Co75Si20,0
CRA,C5Co80Si15,0
CRA,C5Co80W15,0
CRA,C5Co85W10,0
CRA,C5Co90W5,0
CRA,C5Cr5Fe90,0
CRA,C5Fe79W16,0
CRA,C5Fe82.5P12.5,0
CRA,C5Fe85P10,0
CRA,C5Ni70Si25,0
CRA,C5Ni75Si20,0
CRA,C5Ni80Si15,0
CRA,C5Ni85Si10,0
CRA,C5Ni90Si5,0
CRA,C5Ni95,0
CRA,C6Fe82W12,0
CRA,C6Fe86W8,0
CRA,C6Fe90W4,0
CRA,C7.5Co77.5W15,0
CRA,C7.5Co82.5W10,0
CRA,C7.5Co85W7.5,0
CRA,C7.5Fe82.5P10,0
CRA,C7.5Fe85P7.5,0
CRA,C7Fe79W14,0
CRA,C8Cr20Fe72,0
CRA,C8Cr40Fe52,0
CRA,C8Mo20Ni72,0
CRA,C8Mo28Ni64,0
CRA,Ca10Mg90,0
CRA,Ca11Mg89,0
CRA,Ca5Cu10Mg85,0
CRA,Ca5Cu5Mg90,0
CRA,Ca5Mg85Zn10,0
CRA,Ca5Mg90Zn5,0
CRA,Ca7.5Mg82.5Zn10,0
CRA,Ca7.5Mg87.5Zn5,0
CRA,Ca7.5Mg92.5,0
CRA,Ce10Cu5Mg85,0
CRA,Ce10Mg90,0
CRA,Ce15Cu10Mg75,0
CRA,Ce15Cu25Mg60,0
CRA,Ce15Cu5Mg80,0
CRA,Ce20Cu10Mg70,0
CRA,Ce20Cu15Mg65,0
CRA,Ce20Cu20Mg60,0
CRA,Ce20Cu25Mg55,0
CRA,Ce20Cu5Mg75,0
CRA,Ce20Mg40Ni40,0
CRA,Ce20Mg70Ni10,0
CRA,Ce25Cu25Mg50,0
CRA,Ce30Mg40Ni30,0
CRA,Ce5Cu5Mg90,0
CRA,Ce5Mg90Ni5,0
CRA,Co10Ni68.5P21.5,0
CRA,Co10Ni71P19,0
CRA,Co10Ni73P17,0
CRA,Co12.5Ni66P21.5,0
CRA,Co12.5Ni68.5P19,0
CRA,Co12.5Ni70.5P17,0
CRA,Co14Ni64.5P21.5,0
CRA,Co14Ni67P19,0
CRA,Co14Ni69P17,0
CRA,Co16Ni65P19,0
CRA,Co20.9Pd62.6Si16.5,0
CRA,Co2Ni76P22,0
CRA,Co2Ni81P17,0
CRA,Co3.5Ni74.5P22,0
CRA,Co3.5Ni79.5P17,0
CRA,Co5Ni73P22,0
CRA,Co5Ni78P17,0
CRA,Co70Si30,0
CRA,Co75Si25,0
CRA,Co7Ni71P22,0
CRA,Co7Ni76P17,0
CRA,Co80Si20,0
CRA,Co85Si15,0
CRA,Co90Si10,0
CRA,Co95Si5,0
CRA,Co9Ni69.5P21.5,0
CRA,Co9Ni74P17,0
CRA,Cr69.6Ni16.2P14.2,0
CRA,Cr70Ni10P20,0
CRA,Cr72.5Ni13.5P14,0
CRA,Cr80P20,0
CRA,Cr87P13,0
CRA,Cu10Hf80Ni10,0
CRA,Cu10La10Mg80,0
CRA,Cu10La40Mg50,0
CRA,Cu10Mg60Y30,0
CRA,Cu10Mg65Nd25,0
CRA,Cu10Mg89Y1,0
CRA,Cu10Mg90,0
CRA,Cu10Ni10Ti80,0
CRA,Cu10Ni10Zr80,0
CRA,Cu10Ni40Ti50,0
CRA,Cu10Ni50Ti40,0
CRA,Cu10Ni60Ti30,0
CRA,Cu10Ni70Ti20,0
CRA,Cu10Ni80Ti10,0
CRA,Cu10Ti90,0
CRA,Cu12Ni67P21,0
CRA,Cu13Ni37Ti50,0
CRA,Cu13Ni66P21,0
CRA,Cu13Ni67P20,0
CRA,Cu13Ni69P18,0
CRA,Cu14Ni66P20,0
CRA,Cu14Ni68P18,0
CRA,Cu15La10Mg75,0
CRA,Cu15La15Mg70,0
CRA,Cu15La30Mg55,0
CRA,Cu15Mg60Nd25,0
CRA,Cu15Mg84Y1,0
CRA,Cu15Mg85,0
CRA,Cu15Ni10Ti75,0
CRA,Cu15Ni35Ti50,0
CRA,Cu15Ni5Ti80,0
CRA,Cu1Mg79Y20,0
CRA,Cu1Mg89Y10,0
CRA,Cu1Ni75P24,0
CRA,Cu1Ni83P16,0
CRA,Cu20Hf10Ni70,0
CRA,Cu20Hf75Ni5,0
CRA,Cu20La20Mg60,0
CRA,Cu20La25Mg55,0
CRA,Cu20La50Mg30,0
CRA,Cu20La80,0
CRA,Cu20Mg40Nd40,0
CRA,Cu20Ni40Ti40,0
CRA,Cu20Ni50Ti30,0
CRA,Cu20Ni5Zr75,0
CRA,Cu20Ni60Ti20,0
CRA,Cu20Ni60Zr20,0
CRA,Cu20Ni70Ti10,0
CRA,Cu20Ti80,0
CRA,Cu25La25Mg50,0
CRA,Cu26.7Pd56.8Si16.5,0
CRA,Cu28Zr72,0
CRA,Cu2Ni74P24,0
CRA,Cu2Ni82P16,0
CRA,Cu30Hf10Ni60,0
CRA,Cu30La50Mg20,0
CRA,Cu30Mg30Y40,0
CRA,Cu30Ni40Ti30,0
CRA,Cu30Ni50Ti20,0
CRA,Cu30Ni50Zr20,0
CRA,Cu30Ni60Ti10,0
CRA,Cu30Ti70,0
CRA,Cu31Ti41Zr28,0
CRA,Cu32Fe68,0
CRA,Cu34Ti44Zr22,0
CRA,Cu35Ni35Ti30,0
CRA,Cu3Ni73P24,0
CRA,Cu3Ni81P16,0
CRA,Cu40.9Mg40.9Ca18.2,0
CRA,Cu40Hf10Ni50,0
CRA,Cu40La40Mg20,0
CRA,Cu40La60,0
CRA,Cu40Mg20Nd40,0
CRA,Cu40Mg20Y40,0
CRA,Cu40Ni40Ti20,0
CRA,Cu40Ni40Zr20,0
CRA,Cu45.5Mg45.5Ca9.0,0
CRA,Cu4Ni80P16,0
CRA,Cu50Hf10Ni40,0
CRA,Cu50La30Mg20,0
CRA,Cu50La50,0
CRA,Cu50Ni30Ti20,0
CRA,Cu50Ni30Zr20,0
CRA,Cu50Ni40Ti10,0
CRA,Cu54.5Mg9.1Ca36.4,0
CRA,Cu54Fe46,0
CRA,Cu5Mg65Y30,0
CRA,Cu5Mg75Y20,0
CRA,Cu5Mg80Nd15,0
CRA,Cu5Mg90Nd5,0
CRA,Cu5Mg90Y5,0
CRA,Cu5Ni10Ti85,0
CRA,Cu5Ni15Ti80,0
CRA,Cu5Ni20Zr75,0
CRA,Cu5Ni45Ti50,0
CRA,Cu5Ni5Ti90,0
CRA,Cu60Hf10Ni30,0
CRA,Cu60Mg30Nd10,0
CRA,Cu60Nd40,0
CRA,Cu60Ni20Zr20,0
CRA,Cu63Fe37,0
CRA,Cu66Ti34,0
CRA,Cu70Fe30,0
CRA,Cu70Hf10Ni20,0
CRA,Cu70Hf20Ni10,0
CRA,Cu70Mg10Nd20,0
CRA,Cu70Nd30,0
CRA,Cu70Ni10Ti20,0
CRA,Cu70Ni10Zr20,0
CRA,Cu70Ni20Ti10,0
CRA,Cu71Fe29,0
CRA,Cu75Ti25,0
CRA,Cu75Ti8Zr17,0
CRA,Cu75Zr25,0
CRA,Cu76Fe24,0
CRA,Cu80Nd20,0
CRA,Cu80Ni10Ti10,0
CRA,Cu80Ti20,0
CRA,Cu80Zr20,0
CRA,Cu85Ti15,0
CRA,Cu90Fe10,0
CRA,Cu90Ti10,0
CRA,Cu95Zr5,0
CRA,Dy84Fe6Zr10,0
CRA,Fe15Pd68.5Si16.5,0
CRA,Fe66.7Tb33.3,0
CRA,Fe84Gd6Zr10,0
CRA,Fe87Zr13,0
CRA,Fe88Pr2Zr10,0
CRA,La10Mg85Ni5,0
CRA,La15Mg80Ni5,0
CRA,La20Mg70Ni10,0
CRA,La30Mg60Ni10,0
CRA,La30Ni70,0
CRA,La40Mg10Ni50,0
CRA,La40Mg40Ni20,0
CRA,La40Ni60,0
CRA,La50Mg20Ni30,0
CRA,La50Ni50,0
CRA,La5Mg90Ni5,0
CRA,La90Ni10,0
CRA,Mg10Nd30Ni60,0
CRA,Mg10Nd70Ni20,0
CRA,Mg20Nd70Ni10,0
CRA,Mg30Nd20Ni50,0
CRA,Mg30Nd60Ni10,0
CRA,Mg40Nd50Ni10,0
CRA,Mg40Ni40Y20,0
CRA,Mg50Nd10Ni40,0
CRA,Mg50Nd40Ni10,0
CRA,Mg50Ni40Y10,0
CRA,Mg55Zn45,0
CRA,Mg70Ni10Y20,0
CRA,Mg70Ni30,0
CRA,Mg75Y25,0
CRA,Mg77.5Mn10Y12.5,0
CRA,Mg80Mn15Y5,0
CRA,Mg80Nd15Ni5,0
CRA,Mg80Ni5Y15,0
CRA,Mg80Y20,0
CRA,Mg80Zn20,0
CRA,Mg81Mn4Y15,0
CRA,Mg82.5Mn10Y7.5,0
CRA,Mg82Mn8Y10,0
CRA,Mg83Mn2Y15,0
CRA,Mg84.5Mn8Y7.5,0
CRA,Mg85Mn15,0
CRA,Mg85Nd15,0
CRA,Mg85Zn15,0
CRA,Mg87.5Mn10Y2.5,0
CRA,Mg87.5Y12.5,0
CRA,Mg89.5Mn8Y2.5,0
CRA,Mg90.5Mn2Y7.5,0
CRA,Mg90Mn10,0
CRA,Mg90Nd10,0
CRA,Mg90Nd5Ni5,0
CRA,Mg90Ni5Y5,0
CRA,Mg90Y10,0
CRA,Mg90Zn10,0
CRA,Mg92.5Mn7.5,0
CRA,Mg92.5Nd7.5,0
CRA,Mg93.5Mn4Y2.5,0
CRA,Mg93Mn2Y5,0
CRA,Mg95.5Mn2Y2.5,0
CRA,Mg95Mn5,0
CRA,Mg95Nd5,0
CRA,Mg95Y5,0
CRA,Mg95Zn5,0
CRA,Mg97.5Nd2.5,0
CRA,Mo35Nb45Si20,0
CRA,Nb10Si10Ti80,0
CRA,Nb20Si10Ti70,0
CRA,Nb30Si10Ti60,0
CRA,Nb30Si11Zr59,0
CRA,Nb30Si12Ti58,0
CRA,Nb30Si13Ti57,0
CRA,Nb30Si20Ti50,0
CRA,Nb30Si5Zr65,0
CRA,Nb30Si7Zr63,0
CRA,Nb30Si9Zr61,0
CRA,Nb40Si5Zr55,0
CRA,Nb40Si7Zr53,0
CRA,Nb47Si13Ti40,0
CRA,Nb47Si25Ti28,0
CRA,Nb50Si13Ti37,0
CRA,Nb50Si15Ti35,0
CRA,Nb50Si20Zr30,0
CRA,Nb50Si25Ti25,0
CRA,Nb55Si20V25,0
CRA,Nb65Si20Ta15,0
CRA,Nb65Si20W15,0
CRA,Nd30Ni70,0
CRA,Nd50Ni50,0
CRA,Nd80Ni20,0
CRA,Ni10Si20Ti70,0
CRA,Ni10Si5Ti85,0
CRA,Ni10Ti90,0
CRA,Ni15Si20Ti65,0
CRA,Ni15Si5Ti80,0
CRA,Ni15Ti85,0
CRA,Ni20Si20Ti60,0
CRA,Ni20Ti80,0
CRA,Ni25Si20Ti55,0
CRA,Ni25Ti75,0
CRA,Ni30Si30Ti40,0
CRA,Ni30Si40Ti30,0
CRA,Ni32P20Pt48,0
CRA,Ni40Si30Ti30,0
CRA,Ni45Si10Ti45,0
CRA,Ni45Si5Ti50,0
CRA,Ni50Si20Ti30,0
CRA,Ni50Si30Ti20,0
CRA,Ni50Si5Ti45,0
CRA,Ni50Ti50,0
CRA,Ni55Ti45,0
CRA,Ni58.5Pd25Si16.5,0
CRA,Ni5Si10Ti85,0
CRA,Ni5Si20Ti75,0
CRA,Ni60P25Pt15,0
CRA,Ni65Ti35,0
CRA,Ni70Ti30,0
CRA,Ni72P20Pt8,0
CRA,Ni75Ti25,0
CRA,Ni80Si20,0
CRA,Ni85Si15,0
CRA,Ni90Si10,0
CRA,Ni90Ti10,0
CRA,Ni95Si5,0
CRA,Pd76.8Rh6.7Si16.5,0
CRA,Si10Ti70V20,0
CRA,Si10Ti85V5,0
CRA,Si10Ti90,0
CRA,Si15Ti50V35,0
CRA,Si20Ti60V20,0
CRA,Si25Ti75,0
CRA,Si5Ti95,0
CRA,Si82Ti8Zr10,0
CRA,Si84Ti6Zr10,0
CRA,Si86Ti4Zr10,0
CRA,Si88Ti2Zr10,0
CRA,Ti90Zr10,0
RMG,(Fe50Ni50)83B17,0.1
RMG,Ag1.7Pd81.8Si16.5,0.1
RMG,Ag10.5Cu81.5P8,0.1
RMG,Ag10.5Cu81.9P7.6,0.1
RMG,Ag10.5Cu82.5P7,0.1
RMG,Ag10Ce10Cu80,0.1
RMG,Ag10Ce6Cu84,0.1
RMG,Ag10Mg60Y30,0.1
RMG,Ag10Mg70Y20,0.1
RMG,Ag10Mg80Y10,0.1
RMG,Ag10Pd73.5Si16.5,0.1
RMG,Ag12.2Cu80.3P7.5,0.1
RMG,Ag12.2Cu80.8P7,0.1
RMG,Ag12.5Pd71Si16.5,0.1
RMG,Ag15Al10Mg75,0.1
RMG,Ag15Ce6Cu79,0.1
RMG,Ag15Mg80Y5,0.1
RMG,Ag15Pd68.5Si16.5,0.1
RMG,Ag20Al25La55,0.1
RMG,Ag20Ce10Cu70,0.1
RMG,Ag20Ce6Cu74,0.1
RMG,Ag20Mg30Y50,0.1
RMG,Ag20Mg40Y40,0.1
RMG,Ag20Mg50Y30,0.1
RMG,Ag20Mg60Y20,0.1
RMG,Ag20Mg70Y10,0.1
RMG,Ag25Al10Mg65,0.1
RMG,Ag25Al20Mg55,0.1
RMG,Ag25Ce6Cu69,0.1
RMG,Ag25Mg60Y15,0.1
RMG,Ag25Mg65Y10,0.1
RMG,Ag25Mg70Y5,0.1
RMG,Ag28Cu30Fe42,0.1
RMG,Ag29Cu30Fe41,0.1
RMG,Ag30Ce10Cu60,0.1
RMG,Ag30Ce6Cu64,0.1
RMG,Ag30Cu30Fe40,0.1
RMG,Ag30Mg30Y40,0.1
RMG,Ag30Mg40Y30,0.1
RMG,Ag30Mg50Y20,0.1
RMG,Ag30Mg55Y15,0.1
RMG,Ag30Mg60Y10,0.1
RMG,Ag35Al10Mg55,0.1
RMG,Ag35Al20Mg45,0.1
RMG,Ag35Ce4Cu61,0.1
RMG,Ag35Ce5Cu60,0.1
RMG,Ag35Ce6Cu59,0.1
RMG,Ag35Cu35Mg30,0.1
RMG,Ag37.5Cu37.5Ge25,0.1
RMG,Ag38.75Cu38.75Ge22.5,0.1
RMG,Ag38Cu22Fe40,0.1
RMG,Ag4.2Pd79.3Si16.5,0.1
RMG,Ag4.5Pd75.5Si20,0.1
RMG,Ag4.5Pd79Si16.5,0.1
RMG,Ag40Ce10Cu50,0.1
RMG,Ag40Ce3Cu57,0.1
RMG,Ag40Ce4Cu56,0.1
RMG,Ag40Ce5Cu55,0.1
RMG,Ag40Ce8Cu52,0.1
RMG,Ag40Cu40Ge20,0.1
RMG,Ag40Mg30Y30,0.1
RMG,Ag40Mg40Y20,0.1
RMG,Ag40Mg50Y10,0.1
RMG,Ag41Cu23Fe36,0.1
RMG,Ag45Al20Mg35,0.1
RMG,Ag45Ce3Cu52,0.1
RMG,Ag45Ce4Cu51,0.1
RMG,Ag45Ce5Cu50,0.1
RMG,Ag46Cu12Fe42,0.1
RMG,Ag4Pd79.5Si16.5,0.1
RMG,Ag5.5Pd78Si16.5,0.1
RMG,Ag50Ce10Cu40,0.1
RMG,Ag50Ce3Cu47,0.1
RMG,Ag50Ce4Cu46,0.1
RMG,Ag50Ce5Cu45,0.1
RMG,Ag50Mg30Y20,0.1
RMG,Ag55Ce5Cu40,0.1
